Name,Address,City,State,Phone,Web Address,Street Address,Service,Type,Zip
"Dodge City Medical Center  Suites A, B, C,D",2020 Central Ave,Dodge City,KS,620-225-6821,,712 Saint John St,Primary Care,Free,67801
COMMUNITY HEALTH CENTERS SAN LUIS OBISPO II,1551 Bishop St STE B-260,San Luis Obispo,CA,805-269-1350,www.chccc.org,150 Tejas Pl,Primary Care,Free,93401
Kintegra at South Point High,906 South Point Rd,Belmont,NC,704-836-9612,www.kintegra.org,200 East Second Avenue,Primary Care,Free,28012
IRVING MIDDLE SCHOOL,911 N Grant Ave,Pocatello,ID,208-425-2489,www.healthwestinc.org,"500 S 11th Ave, Ste 400",Primary Care,Free,83204
FoundCare Dental Mobile Unit,2330 S Congress Ave,West Palm Beach,FL,561-432-5849,,2330 S Congress Ave,Primary Care,Free,33406
Woodrow Wilson School-Based Clinic,400 Stanaford Rd,Beckley,WV,304-461-3341,,252 Rural Acres Dr,Primary Care,Free,25801
HealthPoint Newport,215 E 11th St,Newport,KY,859-655-6100,www.healthpointfc.org,215 E 11th St,Primary Care,Free,41071
Guerneville School Wellness Center,14630 Armstrong Woods Rd,Guerneville,CA,707-869-5977,www.wchealth.org,16312 3rd St,Primary Care,Free,95446
Farmington R-VII - Washington-Franklin Elementary,103 Murphy Ave,Farmington,MO,572-664-1221,www.gmhcenter.org,1 Southtowne Dr,Primary Care,Free,63640
Coalfield Health Center,386 Airport Rd,Chapmanville,WV,304-855-1228,,386 AIRPORT RD,Primary Care,Free,25508
Bluegrass Community Health Center-George Rogers Clark High School Clinic,2745 Boonesboro Rd,Winchester,KY,859-977-7482,,1306 Versailles Rd STE 120,Primary Care,Free,40391
Wellington E. Webb Center for Primary Care,301 W 6th Ave,Denver,CO,303-436-4949,,777 Bannock St,Primary Care,Free,80204
OLE Health American Canyon,3431 Broadway St STE a8-a9,American Canyon,CA,707-254-1770,,"1141 Pear Tree Ln, Unit 100",Primary Care,Free,94503
CHINCOTEAGUE ISLAND COMM HLTH CTR,4049 Main St,Chincoteague Island,VA,757-336-3682,www.esrh.org,20280 Market St,Primary Care,Free,23336
Sun River Health The Hub Health Care Center,459 E 149th St,Bronx,NY,718-681-8700,,1037 Main St,Primary Care,Free,10455
KIDS CARE CLINIC,1400 37th St,Evans,CO,970-348-1138,sunrisecommunityhealth.org,2930 11th Ave,Primary Care,Free,80620
"Saint James Health, Inc.",228 Lafayette St,Newark,NJ,973-789-8111,,228 Lafayette St,Primary Care,Free,07105
AltaMed PACE  -  West Covina,933 S Glendora Ave,West Covina,CA,888-499-9303,,2040 Camfield Ave,Primary Care,Free,91790
CGC Lathon Wider,137 Henry St,Stamford,CT,203-324-6127,,635 Main St,Primary Care,Free,06902
CommuniCare Health Centers - Roosevelt,3727 Roosevelt Ave,San Antonio,TX,210-233-7000,communicaresa.org,3066 E Commerce St,Primary Care,Free,78214
Saint James Health South Ward Wellness Center,491 Clinton Ave,Newark,NJ,973-789-8111,www.saintjameshealth.com,228 Lafayette St,Primary Care,Free,07108
NeoHealth Pryor Family Medical Center,5319 S Mill St,Pryor,OK,918-772-3390,www.neohealth.org,124 E Main St,Primary Care,Free,74361
Cardinal Health Center,523 N West St,Lima,OH,419-221-3072,,329 N West St,Primary Care,Free,45801
Kintegra at South Davie Middle,197 S Davie Dr,Mocksville,NC,336-751-5941,www.kintegra.org,200 East Second Avenue,Primary Care,Free,27028
MBCHC North Suite 410,11645 Biscayne Blvd STE 410,Miami,FL,305-538-8835,miamibeachhealth.org,710 Alton Rd,Primary Care,Free,33181
Valle del Sol_3877,3877 North 7th Street,Phoenix,AZ,602-258-6797,,3877 North 7th Street,Primary Care,Free,85014
MOBILE HEALTH UNIT #2,728 N Main St,Spring Valley,NY,845-354-9300,www.refuahhealthcenter.com,728 N Main St,Primary Care,Free,10977
Montgomery East Family Health Center,309 Saint Lukes Dr,Montgomery,AL,334-356-3608,,1845 Cherry St,Primary Care,Free,36117
Kintegra at Whitnel Elementary,1425 Berkley Street Southwest,Lenoir,NC,828-728-6423,www.kintegra.org,200 East Second Avenue,Primary Care,Free,28645
Barham House,951 Main St,Peekskill,NY,914-734-9323,,1037 Main St,Primary Care,Free,10566
Tuskegee Quality Health Care,1201 Notasulga Rd,Tuskegee,AL,334-727-7211,www.qolhs.org,1411 Piedmont Cutoff,Primary Care,Free,36083
Talcott Elementary School Wellness Center,133 Talcott School Rd,Talcott,WV,304-438-6188,,176 Medical Center Dr,Primary Care,Free,24981
Heritage Health SBHC Timberlake High School,5973 W Highway 54,Spirit Lake,ID,208-620-5250,,1090 W Park Pl,Primary Care,Free,83869
South Miami Middle School,6750 SW 60th St,Miami,FL,305-661-3481,,4175 W 20th Ave,Primary Care,Free,33143
Full Circle Health-Emerald Admin,6550 W Emerald St,Boise,ID,208-514-2500,,777 N Raymond St,Primary Care,Free,83704
HealthFirst Bluegrass Mobile 2 Dental Clinic,496 Southland Dr,Lexington,KY,859-288-2425,,453 Southland Dr,Primary Care,Free,40503
Midtown Health Center - Lincoln Montessori Elementary School,310 S 3rd St,Norfolk,NE,402-644-2550,,302 W Phillip Ave,Primary Care,Free,68701
Program for All-Inclusive Care for the Elderly (PACE) Site,20 School St,Lynn,MA,781-581-7565,http://www.lchcnet.org/AboutUs/,275 Union Street,Primary Care,Free,01902
MedCura Candler,1760 Candler Rd,Decatur,GA,404-298-8998,www.medcura.org,5582 Memorial Dr,Primary Care,Free,30032
Castle Family Health Center at Winton,6029 N Winton Way,Winton,CA,209-357-7755,,3605 HOSPITAL RD,Primary Care,Free,95388
CVHS Hopewell-Prince George,4260 Crossings Blvd STE 2,Prince George,VA,804-452-5800,www.cvhsinc.org,25892 N James Madison Hwy,Primary Care,Free,23875
Centro Medico Cathedral City General Dentistry,Ramon Rd,Cathedral City,CA,760-321-6776,www.borregomedical.org,1695 N Sunrise Way,Primary Care,Free,92234
THE SAYRE HEALTH CENTER,5800 Walnut St STE 121,Philadelphia,PA,215-474-4444,www.sayrehealth.org,5800 Walnut St,Primary Care,Free,19139
"NUESTRA CLINICA DEL VALLE, INC. - SAN JUAN",801 W 1st St,San Juan,TX,956-787-0787,www.nuestraclinicadelvalle.org,801 W 1st St,Primary Care,Free,78589
"Pelion Pediatrics, Family & Dental Practice",8063 Edmund Hwy,Pelion,SC,803-894-3736,www.ecchc.org,169 Laurelhurst Ave,Primary Care,Free,29123
CHILDREN'S HOSPITAL MEDICAL CENTER OF NORTHERN CA,747 52nd St,Oakland,CA,510-428-3783,www.childrenshospitaloakland.org,747 52nd St,Primary Care,Free,94609
Waterfall School Based Health Center,826 S 11th St,Coos Bay,OR,541-756-6232,www.wfall.org,1890 Waite St STE 1,Primary Care,Free,97420
John Bell Clinic,1207 Chestnut St,Philadelphia,PA,215-985-4448,,1233 Locust St FL 5,Primary Care,Free,19107
Omni Family Health,1215 Jefferson St,Delano,CA,866-707-6664,www.OmniFamilyHealth.org,"4900 California Ave, Ste 400B",Primary Care,Free,93215
Greater Baden Medical Service at Leonardtown,23140 Moakley St STE 4,Leonardtown,MD,301-997-1029,www.gbms.org,7450 Albert Rd,Primary Care,Free,20650
East New York Diagnostic and Treatment Center,2094 Pitkin Ave,Brooklyn,NY,718-240-0400,,50 Water St,Primary Care,Free,11207
"Family Health Network of Central New York, Inc.",85 S West St,Homer,NY,607-753-3797,www.familyhealthnetwork.org,85 S West St,Primary Care,Free,13077
FUENTE WELLNESS CENTER,16335 E 14th St,San Leandro,CA,510-481-4554,www.laclinica.org,1515 Fruitvale Ave,Primary Care,Free,94578
CommWell Health of Tar Heel,16526 Nc Highway 87 W,Tar Heel,NC,877-935-5255,www.commwellhealth.org,6114 US Highway 301 S,Primary Care,Free,28392
United Health Centers Mendota Barboza 121,121 Barboza St,Mendota,CA,559-646-6618 x0010,WWW.UNITEDHEALTHCENTERS.ORG,3875 W Beechwood Ave,Primary Care,Free,93640
NORTH EAST MEDICAL SERVICES..,1520 Stockton St,San Francisco,CA,415-391-9686,www.nems.org,170C Capp St,Primary Care,Free,94133
Capstone-Double Springs,25734 Highway 195,Double Springs,AL,205-686-5113,,5947 Highway 269,Primary Care,Free,35553
Everett Central Clinic,4201 Rucker Ave,Everett,WA,425-382-4000,,8609 Evergreen Way,Primary Care,Free,98203
Western Sierra Medical Clinic,844 Old Tunnel Rd,Grass Valley,CA,530-802-2706 x3,,844 Old Tunnel Rd,Primary Care,Free,95945
Cassopolis Family Clinic Network,261 M 62,Cassopolis,MI,269-445-3874,,261 M 62,Primary Care,Free,49031
Tri-State Community Healthcare Center,4137 Verdugo Rd,Los Angeles,CA,323-344-9255,http://tristateclinics.org/,1402 Bailey Ave,Primary Care,Free,90065
HealthSource Anderson Ob/Gyn,8000 5 Mile Rd STE 207,Cincinnati,OH,513-474-2870,,424 Wards Corner Rd STE 200,Primary Care,Free,45230
SJCH Manual Arts High School-based Clinic,4085 S Vermont Ave,Los Angeles,CA,323-541-1411,,808 W 58th St,Primary Care,Free,90037
Cassopolis Family Clinic Annex,201 M 62,Cassopolis,MI,269-445-3874,,261 M 62,Primary Care,Free,49031
CHC/SEK Caney Valley High School,601 E Bullpup Blvd,Caney,KS,620-879-9220,,3011 N Michigan St,Primary Care,Free,67333
HealthFirst Family Care Center Inc.,387 Quarry St STE 100,Fall River,MA,508-679-8111,www.healthfirstfr.org,387 Quarry St STE 100,Primary Care,Free,02723
Beaches Community Healthcare - A Sulzbacher Center Clinic,"850 6th Ave S, Ste 500",Jacksonville Beach,FL,904-224-3550,www.sulzbachercenter.org,611 E Adams St,Primary Care,Free,32250
Warren School-Based Health Clinic,150 Warrior Dr,Vincent,OH,740-541-8922,www.hopewellhealth.org,1049 Western Ave,Primary Care,Free,45784
Evara Health - Milton Park,1260 S Martin Luther King Jr Ave,Clearwater,FL,727-824-8181,www.evarahealth.org,14100 58th St N,Primary Care,Free,33756
Lamar County School Clinic,424 Martin Luther King Dr,Purvis,MS,601-794-5982,,5488 U S Highway 49,Primary Care,Free,39475
El Cerrito High School-Based Health Center,540 Ashbury Ave,El Cerrito,CA,510-231-1437,,1220 Morello Ave STE 200,Primary Care,Free,94530
Kanakanak Hospital,6000 Kanakanak Rd,Dillingham,AK,907-842-9440,www.bbahc.org,6000 Kanakanak Rd,Primary Care,Free,99576
MAP @ Evans,"4321 University Pkwy, Ste 104",Evans,GA,706-790-4440,,2467 Golden Camp Rd,Primary Care,Free,30809
South Central Family Health Care,607 N Irwin Ave,Ocilla,GA,229-468-5020,n/a,204 E 4th St,Primary Care,Free,31774
UNITED MEDICAL CENTERS #3,913 S Main St,Del Rio,TX,830-774-5534,www.umchealth.com,2525 N Veterans Blvd,Primary Care,Free,78840
The Manet CHC Mobile Van,1 Washington St STE 140,Taunton,MA,508-822-5500,www.manetchc.org,110 West Squantum Street,Primary Care,Free,02780
George School Based Health Center,2878 Powell St,Springdale,AR,479-872-3045,,614 E Emma Ave,Primary Care,Free,72764
Helena Family Health Center,513 Porter St,Helena,AR,870-817-0122,eafhc.org,900 N 7th St,Primary Care,Free,72342
Ocean Health Initiatives Mobile Medical Unit,101 2nd St,Lakewood,NJ,732-363-6655,www.ohinj.org,101 2nd St,Primary Care,Free,08701
"Curtis V. Cooper Primary Health Care, Inc.",3219 College St,Savannah,GA,912-527-1000,www.cvcphc.net,2 Roberts St,Primary Care,Free,31404
SCENIC BLUFFS CHC - CASHTON,238 Front St,Cashton,WI,608-654-5100,www.scenicbluffs.org,611 Broadway St,Primary Care,Free,54619
Rural Health Group at Halifax Community College,100 College Dr BLDG 700,Weldon,NC,252-578-8685,www.rhgnc.org,717 Old Farm Road South,Primary Care,Free,27890
Park Avenue Primary Health Care Center,517 Park Ave,Brooklyn,NY,718-260-4600,www.odahealth.org,14 Heyward St,Primary Care,Free,11205
McReynolds Middle School,5910 Market St,Houston,TX,713-671-3650,,424 Hahlo St,Primary Care,Free,77020
Precision Health Center Suite 17,"709 N Hill St, Ste 17",Los Angeles,CA,213-687-0888,,709 N HILL ST STE 18,Primary Care,Free,90012
El Rio Northwest Dental,340 West Prince Road,Tucson,AZ,520-740-7705,,450 W Paseo Redondo,Primary Care,Free,85705
SUNSHINE COMMUNITY HEALTH CENTER,34300 S Talkeetna Spur Rd,Talkeetna,AK,907-733-2273,www.sunshineclinic.org,34300 S Talkeetna Spur,Primary Care,Free,99676
Birch Hill Elementary School,17 Birch Hill Dr,Nashua,NH,603-821-7788,,77 Northeastern Blvd,Primary Care,Free,03063
One Health - CMHD,333 2nd Ave N STE 2,Lewistown,MT,406-535-7433,,10 4th St W STE B,Primary Care,Free,59457
McNabb Community Health Center,3570 Indian Mound Dr,Mount Sterling,KY,859-404-7686,www.sterlinghealthky.org,236 W Main St,Primary Care,Free,40353
Neighborhood Health at Annandale Dental,7501 Little River Tpke STE G4,Annandale,VA,703-535-5568,www.neighborhoodhealthva.org,6677 Richmond Hwy,Primary Care,Free,22003
Pines Kimball Community Health Center,11 Harmony Ln,Fort Fairfield,ME,207-472-0590,www.pineshealthservices.org,74 Access Hwy,Primary Care,Free,04742
Southeast Community Health Systems - St. Helena Early Learning Center School-Based,1590 Highway 1042,Greensburg,LA,225-222-3466,,6351 Main St,Primary Care,Free,70441
HealthSource Williamsburg,500 S 5th St STE 202,Williamsburg,OH,513-536-5005,,424 Wards Corner Rd STE 200,Primary Care,Free,45176
Luling Elementary School SBHC,904 Sugarhouse Rd,Luling,LA,504-575-3700,www.accesshealthla.org,2900 Indiana Ave,Primary Care,Free,70070
YES Prep Gulfton,6565 De Moss Dr,Houston,TX,713-967-9800,www.legacycommunityhealth.org,1415 California St,Primary Care,Free,77074
Waikiki Health Mobile Medical Unit #2,1414 Kalakaua Ave,Honolulu,HI,808-922-4787,https://waikikihc.org/,277 Ohua Ave,Primary Care,Free,96826
Gallup Community Health Center,2111 College Dr,Gallup,NM,503-397-5172,,2111 COLLEGE DR,Primary Care,Free,87301
Upper Great Lakes Family Health Mobil Unit I,730 Lake Linden Ave,Calumet,MI,906-481-8571,www.uglhealth.org,135 M-35,Primary Care,Free,49913
Mobile Unit,63 Mu&#241;oz Rivera Avenue,Camuy,PR,787-898-2660 x246,,63 Ave Munoz Rivera E,Primary Care,Free,627
"Cornerstone Family Healthcare at Binghamton, Chenango Street",275 Chenango St,Binghamton,NY,607-201-1200,,2570 United States Route 9W,Primary Care,Free,13901
"Comprehensive Community Health Centers, Inc-Glendale",801 S Chevy Chase Dr STE 250,Glendale,CA,818-265-2264,www.cchccenters.org,801 S Chevy Chase Dr STE 250,Primary Care,Free,91205
Dental Mobile Unit (DMU) #2,737 S Main St,Society Hill,SC,843-309-8104,www.caresouth-carolina.com,201 S 5th St,Primary Care,Free,29593
Missouri Highlands Eugene Field Elementary School Clinic,711 Nickey St,Poplar Bluff,MO,573-785-4047,www.mohigh.org,110 S 2nd St,Primary Care,Free,63901
United Health Centers Fresno Wayte Lane 1400,290 N Wayte Ln,Fresno,CA,559-646-6618 x0010,www.unitedhealthcenters.org,3875 W Beechwood Ave,Primary Care,Free,93701
PanCare Marianna,4126 Independent Dr,Marianna,FL,850-394-4907,www.pancarefl.org,403 E 11th St,Primary Care,Free,32448
Hammocks Health Center,14591 SW 120th St,Miami,FL,305-252-4853,,10300 SW 216th St,Primary Care,Free,33186
Parson Community Health Center,90-37 Parsons Blvd,Jamaica,NY,718-883-3000,,50 Water St,Primary Care,Free,11432
Valley View Health Center Centralia Pediatric Dental,711 Harrison Ave,Centralia,WA,360-736-5405,www.vvhc.org,2690 NE Kresky Ave,Primary Care,Free,98531
Takotna Clinic,200 Old Airport Way,Takotna,AK,907-298-2214,https://www.southcentralfoundation.com/services/primary-care-clinics/takotna-clinic/,4501 Diplomacy Dr,Primary Care,Free,99675
RHN - Suite F,3706 N Roosevelt Blvd STE F,Key West,FL,305-517-6613 x303,,3706 N Roosevelt Blvd STE C,Primary Care,Free,33040
Homeless Health Care Center,730 E 11th St,Chattanooga,TN,423-265-5708,www.health.hamiltontn.org,921 E 3rd St,Primary Care,Free,37403
HAMHDS Woodman Center,10299 Woodman Rd,Glen Allen,VA,804-649-2119 x264,,517 W Grace St,Primary Care,Free,23060
CVHS Children's Dental,17202 Richmond Tpke,Milford,VA,804-633-5465,,25892 N James Madison Hwy,Primary Care,Free,22514
Oakhurst Dental,49185 Road 426,Oakhurst,CA,559-664-4000,,"730 N I St, Ste 202",Primary Care,Free,93644
Taylor County Primary Healthy Kids Clinic,106 Ingram Ave,Campbellsville,KY,270-465-0449,,"360 Keen St, Ste 500",Primary Care,Free,42718
Harbor High School,300 La Fonda Ave,Santa Cruz,CA,831-429-3810,,125 Water St STE B,Primary Care,Free,95062
Peninsula Community Health Services - Klahowya School Based Health Center,7607 NW Newberry Hill Rd,Silverdale,WA,360-377-3776,www.pchsweb.org,400 Warren Ave STE 200,Primary Care,Free,98383
CNHF - Santa Fe Springs Admin,12000 Slauson Ave,Santa Fe Springs,CA,323-626-0733,,2700 S Grand Ave,Primary Care,Free,90670
Mosaic Health Ilion,55 Central Plz STE B,Ilion,NY,315-793-7600 x7503,,1 S Washington St,Primary Care,Free,13357
Kintegra Adult and Pediatric Medicine - XRay Dr,2721 X Ray Dr,Gastonia,NC,704-874-2255,www.kintegra.org,200 East Second Avenue,Primary Care,Free,28054
Whittier Street Health Center,1290 Tremont Street,Roxbury Crossing,MA,617-427-1000,http://www.wshc.org,1290 Tremont Street,Primary Care,Free,02120
"Central City Community Health Center, Inc. - Garden Grove",12511 Brookhurst St,Garden Grove,CA,714-741-0116,www.centralcityhealth.org,2019 Saturn St,Primary Care,Free,92840
DePaul Community Health Centers - Edna Karr High School,4400 General Meyer Ave,New Orleans,LA,504-667-4327,https://www.depaulcommunityhealthcenters.org/,3201 S Carrollton Ave,Primary Care,Free,70131
St. Thomas Community Health Center,2000 Magazine St,New Orleans,LA,504-529-5558,www.stthomaschc.org,1020 Saint Andrew St,Primary Care,Free,70130
CommWell Health of Smithfield,507 N Brightleaf Blvd STE 209,Smithfield,NC,877-935-5255,,6114 US Highway 301 S,Primary Care,Free,27577
Alcona Health Center Petoskey High School,1500 Hill St,Petoskey,MI,231-348-2160,,1035 W Washington Ave,Primary Care,Free,49770
RVPCS Dental Clinic and Training Center,437 N Main St,Mulberry,AR,479-997-1484,www.rvpcs.org,9755 W State Highway 22,Primary Care,Free,72947
Trinity CHC Mobile Dental Center,425 W Lafayette St,Winnfield,LA,318-648-0375,,431 W Lafayette St,Primary Care,Free,71483
Community Health Care Center - 510 1st Ave N,510 1st Avenue North,Great Falls,MT,406-454-6973,www.alluvionhealth.org,601 1st Avenue North,Primary Care,Free,59401
VALLEY HEALTH - COAL GROVE,205 Marion Pike,Coal Grove,OH,740-532-1188,www.valleyhealth.org,3377 US Route 60,Primary Care,Free,45638
East Haddam Elementary School SBHC,45 Joe Williams Rd,Moodus,CT,860-873-5076,,635 Main St,Primary Care,Free,06469
Mobile Van 2,155 Monroe Ave NE,Renton,WA,206-477-4029,,"401 5th Ave, Ste 1300",Primary Care,Free,98056
Harrisville Elementary School-based Health Center,1201 E Main St RM H39,Harrisville,WV,304-643-4005 x118,,135 S Penn Ave,Primary Care,Free,26362
Sun River Health Coram NYS Route 112,3600 Route 112,Coram,NY,631-320-2220,,1037 Main St,Primary Care,Free,11727
FHCSD Mobile Medical Unit II,823 Gateway Center Way,San Diego,CA,619-515-2300,www.fhcsd.org,823 Gateway Center Way,Primary Care,Free,92102
Fairfield,1295 W Fairfield Dr,Pensacola,FL,850-912-8880,healthcarewithinreach.org,2315 W Jackson St,Primary Care,Free,32501
Manor Health Center,14008 Shadowglen Blvd STE 302,Manor,TX,512-978-9015,,1111 E Cesar Chavez St,Primary Care,Free,78653
MobileVan2-Mercedes,2508 E Fox Farm Rd STE 1A,Cheyenne,WY,307-635-3618,,"2508 E Fox Farm Rd, Ste 2",Primary Care,Free,82007
VNA Health Center - Bolingbrook,396 Remington Blvd STE 230,Bolingbrook,IL,630-892-4355,www.vnahealth.com,400 N Highland Ave,Primary Care,Free,60440
SAC Hospitality Lane Administration,"275 W Hospitality Ln, Ste 200",San Bernardino,CA,909-382-7100,,1455 3rd St,Primary Care,Free,92408
PIKETON FAMILY HEALTH CENTER,7777 US Highway 23,Piketon,OH,740-289-3508,www.pikecac.org,941 Market St,Primary Care,Free,45661
Mary P. Hinsdale - SBHC,15 Hinsdale Ave,Winsted,CT,860-379-5956,,635 Main St,Primary Care,Free,06098
Cares Community Health dba One Community Health Admin,1507 21st St,Sacramento,CA,916-443-3299,,1500 21st St,Primary Care,Free,95811
Wilson Middle School,1138 Cardenas Dr SE,Albuquerque,NM,505-268-3961,,5608 Zuni Rd SE,Primary Care,Free,87108
Mantachie Rural Health Care Behavioral Health Clinic,5510 Highway 363,Mantachie,MS,662-282-4335,www.mantachieclinic.org,5681 Highway 363,Primary Care,Free,38855
Mobile Van #1,3040 N Delta Hwy,Eugene,OR,541-682-8581,,125 E 8th Ave,Primary Care,Free,97408
Rural HIV Model Thomasville,14540 US Highway 19 S STE 1,Thomasville,GA,229-225-3996,www.aaphc.org,204 N Westover Blvd,Primary Care,Free,31757
Franklin Avenue Women's Shelter,1122 Franklin Ave,Bronx,NY,718-842-9797,www.hud.gov/local/ny/homeless/womenshelters.cfm,30 E 33rd St,Primary Care,Free,10456
Richmond Hill Health Center,13020 89th Rd,Richmond Hill,NY,929-335-6541,damianhealth.org,89-56 162nd St,Primary Care,Free,11418
Sun River Health West 37th Street Health Center,347 W 37th St FL 1,New York,NY,855-681-8700,,1037 Main St,Primary Care,Free,10018
Neighborhood Health Centers of the Lehigh Valley- Bethlehem,1210 E 4th St,Bethlehem,PA,484-408-0755,,218 N 2nd St,Primary Care,Free,18015
MCHC-Gould,407 S Gould Ave,Gould,AR,870-382-3080,https://www.depaularkansas.org/,3201 S Carrollton Ave,Primary Care,Free,71643
Variety Care at Big Pasture,201 W 1st St,Grandfield,OK,405-632-6688,www.varietycare.org,3000 N Grand Blvd,Primary Care,Free,73546
CHS Wearwood Elementary School Clinic,3150 Wearwood Dr,Sevierville,TN,865-453-2252,,2018 Western Ave,Primary Care,Free,37862
IPS Short Ridge High School,3401 N Meridian St,Indianapolis,IN,317-226-2810,,3400 Lafayette Rd STE 200,Primary Care,Free,46208
Community Health Centers-Tavares Family Medical and Dental,212 E Main St,Tavares,FL,407-905-8827,,110 S Woodland St,Primary Care,Free,32778
Peninsula Community Health Services -Madrona Heights School Based Health Center,2150 Fircrest Dr SE,Port Orchard,WA,360-377-3776,www.pchsweb.org,400 Warren Ave STE 200,Primary Care,Free,98366
FHS - BH @ Margaretta Elementary School,5906 Bogart Rd W,Castalia,OH,419-502-2800,,1912 Hayes Ave,Primary Care,Free,44824
CNHF - Central Clinic,2707 S Central Ave,Los Angeles,CA,310-418-7786 x31041,,2700 S Grand Ave,Primary Care,Free,90011
ILLINOIS VALLEY HIGH SCHOOL BASED HEALTH CENTER,625 E River St,Cave Junction,OR,541-592-3749,www.siskiyouhealthcenter.com,"1701 NW Hawthorne Ave, Ste 201",Primary Care,Free,97523
Healthy Connections- Pinnacle Malvern,1003 Schneider Dr,Malvern,AR,479-437-3449,healthy-connections.org,136 Health Park Dr,Primary Care,Free,72104
Community Health Centers - Essex,87 Main St,Essex Junction,VT,802-864-6309,www.chcb.org,617 Riverside Ave,Primary Care,Free,05452
Rambam Family Health Center,1404 48th St,Brooklyn,NY,718-645-7337,www.rambamfamilyhealth.org,5601 1ST AVE,Primary Care,Free,11219
Jacksonville Family Medicine Center,29 Saltsburg Rd,Clarksburg,PA,724-726-0300,www.primary-health.net,63 Pitt St,Primary Care,Free,15725
Clay Elementary School Wellness Center,168 Church St,Clay,WV,304-587-6045,www.primcaresys.org,78 Queens Alley Rd,Primary Care,Free,25043
CHP Neighborhood Dental Center,510 North St STE 2,Pittsfield,MA,413-447-2781,https://www.chpberkshires.org/,444 Stockbridge Road,Primary Care,Free,01201
Mountain Park Health Center - Goodyear,140 North Litchfield Road,Goodyear,AZ,602-243-7277,www.mountainparkhealth.org,"3003 N Central Ave, Ste 1600",Primary Care,Free,85338
Berks Community Health Center Administrative,645 Penn St,Reading,PA,484-772-4091,www.berkschc.net,838 Penn St,Primary Care,Free,19601
Wellness on Wheels 2.0,404 Steve Dr,Russell Springs,KY,270-858-6655,,"360 Keen St, Ste 500",Primary Care,Free,42642
San Ysidro Health South Bay Pediatrics,280 E St,Chula Vista,CA,619-662-4100,www.syhealth.org,1601 Precision Park Ln,Primary Care,Free,91910
SCH Martinsburg,99 Tavern Rd,Martinsburg,WV,304-263-4999,www.shencommhealth.com,99 Tavern Rd,Primary Care,Free,25401
Kendall Center,701 Washington Ave E,Albia,IA,641-446-2383,http://chcsi.org/,302 NE 14th St,Primary Care,Free,52531
Yakima Neighborhood Health Services - Sunnyside,617 Scoon Rd,Sunnyside,WA,509-837-8200,www.ynhs.org,12 S 8th St,Primary Care,Free,98944
"Migrant Health Center, Western Region Inc. Mobile Unit #1",392 Calle Dr Ramon E Betances S,Mayaguez,PR,787-805-2900,www.migrantspr.com,491 Calle Dr Ramon E Betances S,Primary Care,Free,00680
Temporary Site - Big Ivy (Barnardsville) Kintegra Mobile Medical Unit,540 Dillingham Road,Barnardsville,NC,828-233-2284,,2579 Chimney Rock Road,Primary Care,Free,28709
Union Community Health Center #6,2016 Bronxdale Ave,Bronx,NY,929-375-3400,www.uchcbronx.org,260 E 188th St,Primary Care,Free,10462
Woodward Health Center,480 Genesee St,Rochester,NY,585-436-3040,none,82 Holland St,Primary Care,Free,14611
Waikiki Health - Jarrett Middle School,1903 Palolo Ave,Honolulu,HI,808-922-4787,https://waikikihc.org/,277 Ohua Ave,Primary Care,Free,96816
Charles W. Fairbanks IPS School 105,8620 Montery Rd,Indianapolis,IN,317-226-4105,,3400 Lafayette Rd STE 200,Primary Care,Free,46226
METRO Clearwater,18167 US Highway 19 N STE 150,Clearwater,FL,727-220-0550,,701 94TH AVE N # 250,Primary Care,Free,33764
Family Health Source Medical Center - Deltona,2160 Howland Blvd,Deltona,FL,386-202-6025,www.myfhs.org,1205 S Woodland Blvd,Primary Care,Free,32738
PanCare Health Mobile Unit #5,2309 E 15th St,Panama City,FL,850-247-9834,http://pancarefl.org/,403 E 11th St,Primary Care,Free,32405
Elements at Crossing Healthcare,420 E Central Ave,Decatur,IL,217-877-9117,www.crossinghealthcare.org,320 E Central Ave,Primary Care,Free,62521
CHN Mobile Family Care,1612 Callaway Dr,Alvin,TX,281-824-1480,www..mychn.org,1111 W Adoue St,Primary Care,Free,77511
North Baldwin Family Health Center,201 Dolive St,Bay Minette,AL,251-706-8700,,1303 Dr Martin L King Jr Ave,Primary Care,Free,36507
ALBERT J THOMAS MEDICAL CLINIC,10615 International Blvd,Oakland,CA,510-568-9230,wohc@wohc.org,700 Adeline St,Primary Care,Free,94603
Kintegra Family Medicine - Highland,609 N Highland St,Gastonia,NC,704-772-4700,www.kintegra.org,200 East Second Avenue,Primary Care,Free,28052
Sylvania Heights Elementary School,5901 SW 16th St,Miami,FL,305-266-2511,,4175 W 20th Ave,Primary Care,Free,33155
Cross Trails Medical Center,1314 Brenda Ave,Perryville,MO,573-517-0405,,408 S Broadview St,Primary Care,Free,63775
MANIILAQ ASSOCIATION,5th Ave,Kotzebue,AK,907-442-7331,www.maniilaq.org,2nd Ave,Primary Care,Free,99752
Bastrop Women's Health Center,301 Highway 71 W STE 111,Bastrop,TX,512-978-9015,,1111 E Cesar Chavez St,Primary Care,Free,78602
HUNTING PARK HEALTH CENTER,1999 W Hunting Park Ave,Philadelphia,PA,215-228-9300,WWW.GPHAINC.ORG,1401 S 31st St,Primary Care,Free,19140
